weather_id,Date,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm)
2696,23/03/2018,2.5,79.0,1.4,536.0,-0.7,0.01,0.0,0.0
2697,23/03/2018,2.6,77.0,1.3,567.0,-1.0,0.21,0.0,0.0
2698,23/03/2018,3.3,72.0,1.4,618.0,-1.2,0.61,0.0,0.0
2699,23/03/2018,5.4,64.0,1.6,637.0,-0.8,1.7,0.0,0.0
2700,23/03/2018,7.1,50.0,1.7,799.0,-2.6,2.24,0.0,0.0
2701,23/03/2018,9.3,37.0,2.3,940.0,-4.6,2.72,0.0,0.0
2702,23/03/2018,10.9,36.0,2.1,1073.0,-3.6,2.87,0.0,0.0
2703,23/03/2018,12.4,33.0,2.9,811.0,-3.4,2.71,0.0,0.0
2704,23/03/2018,12.1,30.0,3.0,1120.0,-4.9,2.41,0.0,0.0
2705,23/03/2018,12.2,24.0,2.8,1655.0,-7.8,1.98,0.0,0.0
2706,23/03/2018,11.2,27.0,3.5,1585.0,-7.1,1.19,0.0,0.0
2707,23/03/2018,9.7,36.0,3.6,948.0,-4.6,0.37,0.0,0.0
2708,23/03/2018,8.3,48.0,3.0,779.0,-2.0,0.06,0.0,0.0
2709,23/03/2018,6.7,48.0,2.6,774.0,-3.5,0.0,0.0,0.0
2710,23/03/2018,5.8,60.0,2.2,650.0,-1.3,0.0,0.0,0.0
2711,23/03/2018,5.3,63.0,1.8,591.0,-1.1,0.0,0.0,0.0
2712,23/03/2018,5.0,42.0,1.7,717.0,-6.8,0.0,0.0,0.0
2713,24/03/2018,4.7,46.0,1.7,746.0,-5.9,0.0,0.0,0.0
2714,24/03/2018,4.7,51.0,1.1,728.0,-4.5,0.0,0.0,0.0
2715,24/03/2018,5.0,50.0,1.7,669.0,-4.5,0.0,0.0,0.0
2716,24/03/2018,5.0,51.0,0.8,659.0,-4.3,0.0,0.0,0.0
2717,24/03/2018,5.1,54.0,1.2,550.0,-3.4,0.0,0.0,0.0
2718,24/03/2018,4.7,54.0,1.3,543.0,-3.8,0.0,0.0,0.0
2719,24/03/2018,4.2,50.0,0.6,633.0,-5.3,0.0,0.0,0.0
2720,24/03/2018,4.0,54.0,0.9,587.0,-4.4,0.01,0.0,0.0
2721,24/03/2018,4.5,49.0,0.4,580.0,-5.3,0.19,0.0,0.0
2722,24/03/2018,6.5,40.0,2.5,588.0,-6.1,0.69,0.0,0.0
2723,24/03/2018,7.2,43.0,1.5,559.0,-4.5,0.42,0.0,0.0
2724,24/03/2018,9.0,56.0,2.0,399.0,0.6,1.11,0.0,0.0
2725,24/03/2018,10.6,52.0,3.1,390.0,1.1,2.27,0.0,0.0
2726,24/03/2018,12.4,50.0,2.5,379.0,2.2,2.48,0.0,0.0
2727,24/03/2018,12.7,55.0,3.4,378.0,3.8,2.42,0.0,0.0
2728,24/03/2018,12.4,58.0,4.1,404.0,4.3,2.26,0.0,0.0
2729,24/03/2018,12.3,61.0,3.4,359.0,4.9,1.82,0.0,0.0
2730,24/03/2018,11.1,66.0,4.2,367.0,4.9,1.18,0.0,0.0
2731,24/03/2018,9.0,76.0,3.0,288.0,4.9,0.45,0.0,0.0
2732,24/03/2018,7.7,80.0,2.8,234.0,4.4,0.05,0.0,0.0
2733,24/03/2018,7.1,83.0,3.3,203.0,4.4,0.0,0.0,0.0
2734,24/03/2018,6.7,84.0,2.8,193.0,4.1,0.0,0.0,0.0
2735,24/03/2018,6.5,85.0,2.3,167.0,4.1,0.0,0.0,0.0
2736,24/03/2018,6.4,85.0,2.3,155.0,4.0,0.0,0.0,0.0
2737,25/03/2018,6.4,84.0,1.4,171.0,3.8,0.0,0.0,0.0
2738,25/03/2018,6.4,82.0,1.2,186.0,3.5,0.0,0.0,0.0
2739,25/03/2018,6.0,82.0,1.3,198.0,3.1,0.0,0.0,0.0
2740,25/03/2018,5.5,83.0,0.9,186.0,2.8,0.0,0.0,0.0
2741,25/03/2018,5.3,82.0,1.0,200.0,2.4,0.0,0.0,0.0
2742,25/03/2018,5.0,83.0,0.7,200.0,2.3,0.0,0.0,0.0
2743,25/03/2018,4.6,84.0,0.7,193.0,2.1,0.0,0.0,0.0
2744,25/03/2018,4.7,82.0,1.3,198.0,1.8,0.02,0.0,0.0
2745,25/03/2018,5.0,79.0,1.1,203.0,1.6,0.23,0.0,0.0
2746,25/03/2018,6.3,73.0,1.3,218.0,1.8,0.79,0.0,0.0
2747,25/03/2018,8.4,65.0,1.8,229.0,2.1,1.67,0.0,0.0
2748,25/03/2018,10.7,56.0,2.0,261.0,2.2,2.27,0.0,0.0
2749,25/03/2018,12.7,45.0,1.3,321.0,1.0,2.63,0.0,0.0
2750,25/03/2018,14.6,38.0,1.9,315.0,0.4,2.75,0.0,0.0
2751,25/03/2018,16.1,37.0,2.4,315.0,1.3,2.62,0.0,0.0
2752,25/03/2018,16.7,38.0,3.1,265.0,2.2,2.27,0.0,0.0
2753,25/03/2018,16.5,39.0,3.1,366.0,2.4,1.91,0.0,0.0
2754,25/03/2018,15.8,40.0,2.3,481.0,2.2,1.28,0.0,0.0
2755,25/03/2018,14.4,44.0,2.7,596.0,2.2,0.6,0.0,0.0
2756,25/03/2018,12.6,59.0,2.5,384.0,4.7,0.08,0.0,0.0
2757,25/03/2018,10.7,70.0,2.8,236.0,5.4,0.0,0.0,0.0
2758,25/03/2018,9.8,74.0,2.2,219.0,5.3,0.0,0.0,0.0
2759,25/03/2018,8.8,79.0,2.0,203.0,5.3,0.0,0.0,0.0
2760,25/03/2018,8.0,82.0,1.3,196.0,5.1,0.0,0.0,0.0
2761,26/03/2018,7.1,84.0,2.3,185.0,4.5,0.0,0.0,0.0
2762,26/03/2018,6.3,87.0,1.8,153.0,4.2,0.0,0.0,0.0
2763,26/03/2018,5.4,95.0,1.5,89.0,4.6,0.0,0.0,0.0
2764,26/03/2018,5.5,96.0,1.6,72.0,4.9,0.0,0.0,0.0
2765,26/03/2018,5.5,96.0,2.0,53.0,4.9,0.0,0.0,0.0
2766,26/03/2018,5.4,97.0,1.5,38.0,4.9,0.0,0.0,0.0
2767,26/03/2018,5.7,97.0,0.5,80.0,5.2,0.0,0.0,0.0
2768,26/03/2018,6.0,96.0,0.6,94.0,5.4,0.0,0.0,0.0
2769,26/03/2018,6.4,90.0,1.4,117.0,4.8,0.13,0.0,0.0
2770,26/03/2018,7.6,82.0,0.7,147.0,4.7,0.55,0.0,0.0
2771,26/03/2018,10.0,70.0,1.0,187.0,4.7,1.57,0.0,0.0
2772,26/03/2018,12.6,60.0,2.4,281.0,5.0,2.23,0.0,0.0
2773,26/03/2018,14.6,53.0,2.5,348.0,5.1,2.65,0.0,0.0
2774,26/03/2018,16.0,47.0,2.5,459.0,4.6,2.8,0.0,0.0
2775,26/03/2018,17.4,39.0,2.9,520.0,3.2,2.7,0.0,0.0
2776,26/03/2018,17.6,33.0,3.6,985.0,1.1,2.44,0.0,0.0
2777,26/03/2018,17.7,33.0,3.4,897.0,1.2,1.96,0.0,0.0
2778,26/03/2018,17.1,31.0,3.3,1075.0,-0.1,1.33,0.0,0.0
2779,26/03/2018,16.0,33.0,2.9,1138.0,-0.2,0.6,0.0,0.0
2780,26/03/2018,14.3,37.0,3.1,1247.0,-0.2,0.1,0.0,0.0
2781,26/03/2018,12.9,42.0,2.8,1047.0,0.2,0.0,0.0,0.0
2782,26/03/2018,11.6,54.0,1.5,693.0,2.5,0.0,0.0,0.0
2783,26/03/2018,10.7,58.0,1.4,600.0,2.7,0.0,0.0,0.0
2784,26/03/2018,9.8,62.0,0.6,535.0,2.8,0.0,0.0,0.0
2785,27/03/2018,9.0,68.0,1.1,426.0,3.3,0.0,0.0,0.0
2786,27/03/2018,8.7,70.0,0.9,398.0,3.5,0.0,0.0,0.0
2787,27/03/2018,8.3,70.0,0.8,394.0,3.1,0.0,0.0,0.0
2788,27/03/2018,8.1,71.0,0.9,378.0,3.1,0.0,0.0,0.0
2789,27/03/2018,7.8,70.0,0.3,395.0,2.6,0.0,0.0,0.0
2790,27/03/2018,8.0,63.0,0.8,439.0,1.3,0.0,0.0,0.0
2791,27/03/2018,8.1,66.0,0.6,415.0,2.1,0.0,0.0,0.0
2792,27/03/2018,8.5,67.0,0.7,475.0,2.7,0.02,0.0,0.0
2793,27/03/2018,9.3,62.0,0.6,519.0,2.3,0.25,0.0,0.0
2794,27/03/2018,11.6,51.0,0.8,498.0,1.7,0.84,0.0,0.0
2795,27/03/2018,13.9,40.0,0.8,586.0,0.5,1.6,0.0,0.0
2796,27/03/2018,15.8,40.0,1.9,647.0,2.2,1.95,0.0,0.0
2797,27/03/2018,16.7,47.0,2.4,620.0,5.3,1.76,0.0,0.0
2798,27/03/2018,18.6,46.0,2.1,642.0,6.7,2.54,0.0,0.0
2799,27/03/2018,19.4,45.0,2.0,624.0,7.1,2.05,0.0,0.0
2800,27/03/2018,19.9,45.0,2.7,676.0,7.6,1.79,0.0,0.0
2801,27/03/2018,19.5,50.0,3.4,613.0,8.7,1.6,0.0,0.0
2802,27/03/2018,18.4,54.0,3.2,605.0,8.9,1.05,0.0,0.0
2803,27/03/2018,16.8,60.0,3.1,580.0,8.9,0.46,0.0,0.0
2804,27/03/2018,15.0,67.0,2.6,452.0,8.9,0.07,0.0,0.0
2805,27/03/2018,13.9,72.0,2.4,385.0,8.9,0.0,0.0,0.0
2806,27/03/2018,13.4,73.0,1.5,325.0,8.6,0.0,0.0,0.0
2807,27/03/2018,12.9,75.0,1.3,326.0,8.5,0.0,0.0,0.0
2808,27/03/2018,12.4,74.0,1.5,356.0,7.8,0.0,0.0,0.0
2809,28/03/2018,12.0,76.0,0.8,346.0,7.8,0.0,0.0,0.0
2810,28/03/2018,11.6,74.0,1.2,374.0,7.1,0.0,0.0,0.0
2811,28/03/2018,11.5,75.0,1.9,399.0,7.2,0.0,0.0,0.0
2812,28/03/2018,10.9,79.0,0.8,383.0,7.3,0.0,0.0,0.0
2813,28/03/2018,10.6,77.0,0.9,422.0,6.7,0.0,0.0,0.0
2814,28/03/2018,10.2,80.0,0.8,366.0,6.8,0.0,0.0,0.0
2815,28/03/2018,9.6,84.0,0.7,301.0,7.0,0.0,0.0,0.0
2816,28/03/2018,9.6,82.0,1.1,284.0,6.6,0.04,0.0,0.0
2817,28/03/2018,10.3,77.0,0.7,341.0,6.4,0.37,0.0,0.0
2818,28/03/2018,12.4,66.0,1.0,546.0,6.2,0.91,0.0,0.0
2819,28/03/2018,14.7,62.0,2.9,684.0,7.4,1.59,0.0,0.0
2820,28/03/2018,15.6,60.0,3.7,817.0,7.8,1.44,0.0,0.0
2821,28/03/2018,16.5,57.0,3.8,881.0,7.9,1.55,0.0,0.0
2822,28/03/2018,17.5,54.0,3.1,1065.0,8.0,1.63,0.0,0.0
2823,28/03/2018,18.6,46.0,4.4,1664.0,6.7,2.14,0.0,0.0
2824,28/03/2018,18.2,45.0,4.1,1908.0,6.0,1.86,0.0,0.0
2825,28/03/2018,18.3,43.0,4.3,1931.0,5.4,1.3,0.0,0.0
2826,28/03/2018,17.6,45.0,4.2,1947.0,5.5,0.7,0.0,0.0
2827,28/03/2018,17.0,53.0,3.1,1855.0,7.3,0.35,0.0,0.0
2828,28/03/2018,16.0,60.0,2.8,1436.0,8.2,0.06,0.0,0.0
2829,28/03/2018,15.2,65.0,2.2,988.0,8.6,0.0,0.0,0.0
2830,28/03/2018,14.2,70.0,0.8,723.0,8.7,0.0,0.0,0.0
2831,28/03/2018,13.6,73.0,2.0,644.0,8.8,0.0,0.0,0.0
2832,28/03/2018,13.5,74.0,1.2,603.0,8.9,0.0,0.0,0.0
2833,29/03/2018,13.4,77.0,1.5,537.0,9.4,0.0,0.0,0.0
2834,29/03/2018,13.0,81.0,1.9,484.0,9.8,0.0,0.0,0.0
2835,29/03/2018,12.9,83.0,1.6,369.0,10.0,0.0,0.0,0.0
2836,29/03/2018,12.7,80.0,0.4,384.0,9.3,0.0,0.0,0.0
2837,29/03/2018,12.8,81.0,0.2,418.0,9.6,0.0,0.0,0.0
2838,29/03/2018,12.7,83.0,0.8,392.0,9.8,0.0,0.0,0.0
2839,29/03/2018,12.6,83.0,0.5,332.0,9.7,0.0,0.0,0.0
2840,29/03/2018,12.8,82.0,0.6,370.0,9.7,0.01,0.0,0.0
2841,29/03/2018,13.3,80.0,1.2,369.0,9.9,0.14,0.0,0.0
2842,29/03/2018,13.5,79.0,1.9,382.0,9.9,0.2,0.0,0.0
2843,29/03/2018,15.0,69.0,1.5,552.0,9.3,1.02,0.0,0.0
2844,29/03/2018,16.1,63.0,1.2,555.0,9.0,1.08,0.0,0.0
2845,29/03/2018,18.2,55.0,2.3,594.0,9.0,2.24,0.0,0.0
2846,29/03/2018,19.5,48.0,1.9,596.0,8.1,2.32,0.0,0.0
2847,29/03/2018,20.2,47.0,2.4,541.0,8.5,2.3,0.0,0.0
2848,29/03/2018,20.8,42.0,3.1,576.0,7.4,2.1,0.0,0.0
2849,29/03/2018,20.7,38.0,2.2,741.0,5.8,1.63,0.0,0.0
2850,29/03/2018,20.3,48.0,2.8,635.0,8.9,1.14,0.0,0.0
2851,29/03/2018,19.1,47.0,2.4,942.0,7.5,0.57,0.0,0.0
2852,29/03/2018,17.5,61.0,2.2,758.0,9.8,0.11,0.0,0.0
2853,29/03/2018,15.6,64.0,2.7,686.0,8.8,0.0,0.0,0.0
2854,29/03/2018,14.4,66.0,1.7,677.0,8.1,0.0,0.0,0.0
2855,29/03/2018,13.3,71.0,2.1,581.0,8.1,0.0,0.0,0.0
2856,29/03/2018,12.7,75.0,1.6,475.0,8.3,0.0,0.0,0.0
2857,30/03/2018,11.8,78.0,0.6,438.0,8.0,0.0,0.0,0.0
2858,30/03/2018,11.4,77.0,0.7,466.0,7.5,0.0,0.0,0.0
2859,30/03/2018,10.8,72.0,0.4,639.0,5.9,0.0,0.0,0.0
2860,30/03/2018,10.3,68.0,0.7,887.0,4.6,0.0,0.0,0.0
2861,30/03/2018,9.9,67.0,1.1,820.0,4.0,0.0,0.0,0.0
2862,30/03/2018,10.4,62.0,1.8,911.0,3.4,0.0,0.0,0.0
2863,30/03/2018,10.3,70.0,1.2,555.0,5.0,0.0,0.0,0.0
2864,30/03/2018,10.5,70.0,1.1,483.0,5.2,0.04,0.0,0.0
2865,30/03/2018,11.5,60.0,1.6,550.0,3.9,0.42,0.0,0.0
2866,30/03/2018,13.7,46.0,1.3,972.0,2.2,1.08,0.0,0.0
2867,30/03/2018,16.0,29.0,1.4,1708.0,-2.0,1.79,0.0,0.0
2868,30/03/2018,17.8,26.0,2.6,1822.0,-1.9,2.37,0.0,0.0
2869,30/03/2018,19.1,26.0,1.6,1704.0,-0.8,2.73,0.0,0.0
2870,30/03/2018,20.3,27.0,1.4,1464.0,0.6,2.87,0.0,0.0
2871,30/03/2018,21.0,28.0,2.8,1191.0,1.7,2.75,0.0,0.0
2872,30/03/2018,21.8,28.0,2.3,1162.0,2.4,2.4,0.0,0.0
2873,30/03/2018,20.7,36.0,3.6,811.0,5.0,1.82,0.0,0.0
2874,30/03/2018,19.4,45.0,2.9,778.0,7.1,1.13,0.0,0.0
2875,30/03/2018,17.4,57.0,3.1,657.0,8.7,0.52,0.0,0.0
2876,30/03/2018,15.2,60.0,3.2,1081.0,7.4,0.09,0.0,0.0
2877,30/03/2018,14.3,63.0,2.6,936.0,7.3,0.0,0.0,0.0
2878,30/03/2018,13.7,73.0,1.8,658.0,8.9,0.0,0.0,0.0
2879,30/03/2018,12.7,76.0,1.5,521.0,8.5,0.0,0.0,0.0
2880,30/03/2018,12.1,77.0,1.4,540.0,8.1,0.0,0.0,0.0
2881,31/03/2018,11.7,77.0,1.3,588.0,7.7,0.0,0.0,0.0
2882,31/03/2018,11.5,77.0,2.0,593.0,7.6,0.0,0.0,0.0
2883,31/03/2018,11.0,73.0,1.5,816.0,6.3,0.0,0.0,0.0
2884,31/03/2018,10.7,74.0,1.7,712.0,6.2,0.0,0.0,0.0
2885,31/03/2018,10.4,73.0,1.7,801.0,5.7,0.0,0.0,0.0
2886,31/03/2018,9.8,73.0,0.8,1098.0,5.1,0.0,0.0,0.0
2887,31/03/2018,9.4,75.0,0.9,1117.0,5.1,0.0,0.0,0.0
2888,31/03/2018,9.5,72.0,0.2,1017.0,4.6,0.04,0.0,0.0
2889,31/03/2018,10.4,65.0,0.8,979.0,4.0,0.41,0.0,0.0
2890,31/03/2018,12.6,57.0,0.9,859.0,4.2,0.98,0.0,0.0
2891,31/03/2018,14.7,53.0,0.9,831.0,5.2,1.59,0.0,0.0
2892,31/03/2018,16.7,45.0,1.9,1054.0,4.6,2.07,0.0,0.0
2893,31/03/2018,18.2,38.0,4.2,1189.0,3.6,2.41,0.0,0.0
2894,31/03/2018,19.3,37.0,3.0,1257.0,4.2,2.53,0.0,0.0
2895,31/03/2018,20.1,30.0,3.0,1554.0,1.9,2.57,0.0,0.0
2896,31/03/2018,18.9,28.0,3.7,1769.0,0.0,2.09,0.0,0.0
2897,31/03/2018,18.0,32.0,3.0,1836.0,1.0,1.03,0.0,0.0
2898,31/03/2018,17.3,36.0,3.4,1722.0,2.0,0.8,0.0,0.0
2899,31/03/2018,16.6,33.0,2.6,1867.0,0.2,0.48,0.0,0.0
2900,31/03/2018,15.3,41.0,2.0,1751.0,2.1,0.08,0.0,0.0
2901,31/03/2018,14.0,45.0,1.6,1729.0,2.2,0.0,0.0,0.0
2902,31/03/2018,13.3,48.0,1.6,1582.0,2.5,0.0,0.0,0.0
2903,31/03/2018,12.8,52.0,1.5,1616.0,3.1,0.0,0.0,0.0
2904,31/03/2018,12.4,63.0,1.3,1201.0,5.5,0.0,0.0,0.0
2905,01/04/2018,12.1,70.0,0.8,1050.0,6.7,0.0,0.0,0.0
2906,01/04/2018,11.7,74.0,0.5,979.0,7.2,0.0,0.0,0.0
2907,01/04/2018,11.7,72.0,0.6,915.0,6.8,0.0,0.0,0.0
2908,01/04/2018,11.9,71.0,0.7,853.0,6.7,0.0,0.0,0.0
2909,01/04/2018,12.1,69.0,0.3,827.0,6.5,0.0,0.0,0.0
2910,01/04/2018,12.3,65.0,0.5,1085.0,5.8,0.0,0.0,0.0
2911,01/04/2018,12.4,61.0,0.4,1131.0,5.0,0.0,0.0,0.0
2912,01/04/2018,12.5,62.0,0.4,1003.0,5.4,0.0,0.0,0.0
2913,01/04/2018,12.9,64.0,1.5,778.0,6.2,0.06,0.0,0.0
2914,01/04/2018,13.5,66.0,1.8,934.0,7.2,0.16,0.0,0.0
2915,01/04/2018,14.7,61.0,2.0,945.0,7.2,0.64,0.0,0.0
2916,01/04/2018,16.7,55.0,2.1,1182.0,7.6,1.37,0.0,0.0
2917,01/04/2018,18.0,53.0,3.1,1350.0,8.2,1.53,0.0,0.0
2918,01/04/2018,17.9,60.0,2.2,1248.0,10.0,0.86,0.0,0.0
2919,01/04/2018,17.5,67.0,2.1,832.0,11.2,0.42,0.0,0.0
2920,01/04/2018,18.2,63.0,2.2,687.0,11.0,0.72,0.0,0.0
2921,01/04/2018,18.2,69.0,3.2,625.0,12.4,0.87,0.0,0.0
2922,01/04/2018,18.0,72.0,1.8,559.0,12.8,0.47,0.0,0.0
2923,01/04/2018,17.7,75.0,2.1,519.0,13.2,0.12,0.0,0.0
2924,01/04/2018,17.4,79.0,2.3,614.0,13.7,0.03,0.0,0.0
2925,01/04/2018,17.1,80.0,1.5,480.0,13.6,0.0,0.0,0.0
2926,01/04/2018,16.9,81.0,1.9,472.0,13.6,0.0,0.0,0.0
2927,01/04/2018,16.7,83.0,2.4,416.0,13.7,0.0,0.0,0.0
2928,01/04/2018,16.3,82.0,1.3,480.0,13.2,0.0,0.0,0.0
2929,02/04/2018,16.1,80.0,1.9,605.0,12.6,0.0,0.0,0.0
2930,02/04/2018,16.0,79.0,1.0,716.0,12.3,0.0,0.0,0.0
2931,02/04/2018,15.7,81.0,1.4,694.0,12.4,0.0,0.0,0.0
2932,02/04/2018,15.6,81.0,1.2,628.0,12.3,0.0,0.0,0.0
2933,02/04/2018,15.7,79.0,1.2,628.0,12.0,0.0,0.0,0.0
2934,02/04/2018,15.3,82.0,1.4,508.0,12.2,0.0,0.0,0.0
2935,02/04/2018,14.9,81.0,0.4,580.0,11.6,0.0,0.0,0.0
2936,02/04/2018,15.1,80.0,1.0,623.0,11.6,0.01,0.0,0.0
2937,02/04/2018,15.7,75.0,1.1,804.0,11.2,0.11,0.0,0.0
2938,02/04/2018,16.6,70.0,1.5,945.0,11.0,0.3,0.0,0.0
2939,02/04/2018,17.5,66.0,1.3,1059.0,11.0,0.55,0.0,0.0
2940,02/04/2018,18.5,61.0,1.6,1301.0,10.8,0.95,0.0,0.0
2941,02/04/2018,20.8,50.0,2.0,1240.0,9.9,1.82,0.0,0.0
2942,02/04/2018,21.9,48.0,2.5,1113.0,10.3,2.14,0.0,0.0
2943,02/04/2018,23.0,42.0,3.4,1315.0,9.3,2.1,0.0,0.0
2944,02/04/2018,23.7,43.0,2.8,1347.0,10.3,2.28,0.0,0.0
2945,02/04/2018,23.0,47.0,4.1,1417.0,11.0,2.0,0.0,0.0
2946,02/04/2018,22.0,49.0,3.7,1582.0,10.7,1.28,0.0,0.0
2947,02/04/2018,20.7,54.0,4.1,1484.0,11.0,0.5,0.0,0.0
2948,02/04/2018,19.1,60.0,3.4,1592.0,11.1,0.1,0.0,0.0
2949,02/04/2018,18.2,65.0,1.8,1563.0,11.5,0.0,0.0,0.0
2950,02/04/2018,17.9,64.0,2.1,1652.0,10.9,0.0,0.0,0.0
2951,02/04/2018,17.4,66.0,2.3,1565.0,10.9,0.0,0.0,0.0
2952,02/04/2018,16.8,70.0,0.9,1426.0,11.2,0.0,0.0,0.0
2953,03/04/2018,16.8,69.0,0.8,1395.0,11.0,0.0,0.0,0.0
2954,03/04/2018,17.1,72.0,1.7,1353.0,12.0,0.0,0.0,0.0
2955,03/04/2018,17.0,73.0,1.6,1184.0,12.1,0.0,0.0,0.0
2956,03/04/2018,17.0,74.0,1.7,1294.0,12.3,0.0,0.0,0.0
2957,03/04/2018,16.9,74.0,1.2,1199.0,12.2,0.0,0.0,0.0
2958,03/04/2018,16.9,73.0,1.6,1275.0,12.0,0.0,0.0,0.0
2959,03/04/2018,16.8,74.0,1.2,1265.0,12.1,0.0,0.0,0.0
2960,03/04/2018,16.8,73.0,1.0,1366.0,11.9,0.01,0.0,0.0
2961,03/04/2018,17.3,71.0,0.5,1481.0,11.9,0.17,0.0,0.0
2962,03/04/2018,18.3,67.0,2.4,1375.0,12.0,0.55,0.0,0.0
2963,03/04/2018,18.9,66.0,2.0,1298.0,12.4,0.85,0.0,0.0
2964,03/04/2018,19.0,67.0,1.9,1062.0,12.7,0.52,0.0,0.0
2965,03/04/2018,19.6,63.0,2.9,1034.0,12.3,0.68,0.0,0.0
2966,03/04/2018,20.1,61.0,2.6,1117.0,12.3,1.01,0.0,0.0
2967,03/04/2018,21.0,53.0,3.2,1306.0,11.0,1.12,0.0,0.0
2968,03/04/2018,19.9,58.0,2.5,1348.0,11.3,0.51,0.0,0.0
2969,03/04/2018,19.7,58.0,3.7,1302.0,11.1,0.78,0.0,0.0
2970,03/04/2018,19.7,57.0,2.6,1302.0,10.9,0.54,0.0,0.0
2971,03/04/2018,18.9,68.0,3.3,1326.0,12.8,0.12,0.0,0.0
2972,03/04/2018,18.0,74.0,3.1,1258.0,13.2,0.02,0.0,0.0
2973,03/04/2018,17.3,80.0,2.4,927.0,13.8,0.0,0.0,0.0
2974,03/04/2018,17.0,83.0,3.2,744.0,14.0,0.0,0.0,0.0
2975,03/04/2018,16.0,85.0,2.0,409.0,13.4,0.0,0.0,0.0
2976,03/04/2018,15.0,94.0,1.6,163.0,14.0,0.0,0.0,0.0
2977,04/04/2018,15.0,96.0,2.1,141.0,14.3,0.0,0.1,0.0
2978,04/04/2018,14.8,96.0,1.7,209.0,14.1,0.0,0.0,0.0
2979,04/04/2018,14.5,97.0,2.2,179.0,14.0,0.0,3.5,0.0
2980,04/04/2018,14.3,97.0,1.2,228.0,13.8,0.0,7.0,0.0
2981,04/04/2018,14.1,97.0,1.7,306.0,13.6,0.0,3.0,0.0
2982,04/04/2018,11.9,97.0,3.4,305.0,11.4,0.0,3.0,0.0
2983,04/04/2018,11.7,95.0,0.7,2000.0,10.9,0.0,2.0,0.0
2984,04/04/2018,10.3,90.0,1.2,2000.0,8.7,0.01,0.0,0.0
2985,04/04/2018,10.3,86.0,2.5,2000.0,8.0,0.15,0.0,0.0
2986,04/04/2018,10.4,81.0,1.4,2000.0,7.2,0.36,0.0,0.0
2987,04/04/2018,10.7,81.0,1.4,2000.0,7.5,0.57,0.0,0.0
2988,04/04/2018,12.8,65.0,2.0,2000.0,6.3,1.76,0.0,0.0
2989,04/04/2018,15.3,54.0,2.1,1989.0,6.0,2.83,0.0,0.0
2990,04/04/2018,16.7,47.0,1.4,2000.0,5.3,3.24,0.0,0.0
2991,04/04/2018,17.9,42.0,1.3,1981.0,4.7,3.04,0.0,0.0
2992,04/04/2018,17.9,44.0,2.2,2000.0,5.4,2.79,0.0,0.0
2993,04/04/2018,17.9,42.0,1.1,2000.0,4.7,2.25,0.0,0.0
2994,04/04/2018,17.2,46.0,2.2,2000.0,5.4,1.6,0.0,0.0
2995,04/04/2018,16.0,47.0,2.1,2000.0,4.6,0.79,0.0,0.0
2996,04/04/2018,14.3,53.0,2.1,2000.0,4.8,0.17,0.0,0.0
2997,04/04/2018,12.8,56.0,2.0,2000.0,4.2,0.0,0.0,0.0
2998,04/04/2018,11.8,57.0,1.9,2000.0,3.5,0.0,0.0,0.0
2999,04/04/2018,10.9,58.0,1.5,2000.0,2.9,0.0,0.0,0.0
3000,04/04/2018,10.2,58.0,2.4,2000.0,2.2,0.0,0.0,0.0
3001,05/04/2018,9.5,61.0,1.7,2000.0,2.3,0.0,0.0,0.0
3002,05/04/2018,9.0,62.0,1.9,2000.0,2.0,0.0,0.0,0.0
3003,05/04/2018,9.0,63.0,2.1,2000.0,2.3,0.0,0.0,0.0
3004,05/04/2018,8.9,64.0,2.2,2000.0,2.4,0.0,0.0,0.0
3005,05/04/2018,8.8,65.0,2.5,2000.0,2.5,0.0,0.0,0.0
3006,05/04/2018,8.3,81.0,2.0,1060.0,5.2,0.0,0.1,0.0
3007,05/04/2018,7.5,94.0,2.4,511.0,6.5,0.0,0.4,0.0
3008,05/04/2018,7.1,94.0,2.2,572.0,6.1,0.0,1.5,0.0
3009,05/04/2018,6.7,94.0,2.7,1127.0,5.7,0.05,2.0,0.0
3010,05/04/2018,6.8,89.0,2.9,2000.0,5.1,0.07,0.0,0.0
3011,05/04/2018,7.1,87.0,2.9,2000.0,5.0,0.15,0.0,0.0
3012,05/04/2018,7.1,93.0,2.6,697.0,6.0,0.19,0.0,0.0
3013,05/04/2018,7.3,95.0,2.2,676.0,6.5,0.3,0.5,0.0
3014,05/04/2018,7.7,95.0,1.9,442.0,6.9,0.4,0.0,0.0
3015,05/04/2018,8.0,95.0,1.5,514.0,7.2,0.35,0.0,0.0
3016,05/04/2018,8.1,96.0,1.9,410.0,7.4,0.26,0.5,0.0
3017,05/04/2018,8.1,96.0,1.5,281.0,7.4,0.21,1.0,0.0
3018,05/04/2018,8.0,96.0,1.4,298.0,7.3,0.13,1.0,0.0
3019,05/04/2018,7.6,96.0,2.0,660.0,6.9,0.04,0.0,0.0
3020,05/04/2018,7.6,96.0,1.5,1309.0,6.9,0.0,1.5,0.0
3021,05/04/2018,7.3,96.0,1.9,2000.0,6.6,0.0,0.0,0.0
3022,05/04/2018,7.3,96.0,1.5,749.0,6.6,0.0,1.0,0.0
